roll_number,department,cgpa,backlogs,internships,technical_skills,technical_skills_count,communication_score,ssc_percentage,hsc_percentage,placement_status,package_offered
MECH20241887,MECH,5.52,0,2,"Excel, React, Machine Learning, Java",4,5,76.7,61.3,Placed,11.7
EEE20211888,EEE,7.37,1,1,"Machine Learning, Excel, AWS, Android, SQL",5,6,74.4,79.8,Placed,12.1
ECE20221889,ECE,7.04,0,1,"Java, SQL, Data Structures",3,7,78.1,68.8,Placed,10.6
IT20231890,IT,8.41,0,1,"Android, Java, Django, C++",4,5,65.8,80.6,Placed,13.9
CSE20241891,CSE,8.19,1,1,"Java, C++, JavaScript, Android, Machine Learning",5,3,72.2,74.5,Not Placed,
CSE20211892,CSE,7.9,2,3,"React, Python, C++",3,6,76.2,64.9,Placed,10.4
MECH20221893,MECH,8.04,0,0,"Java, SQL, Flask",3,5,84.7,66.1,Placed,9.9
IT20231894,IT,7.06,0,2,"Data Structures, C++",2,8,95.7,84.3,Placed,12.5
IT20241895,IT,7.6,0,1,"AWS, Android, Machine Learning, C++",4,4,74.5,89.1,Placed,11.3
CIVIL20211896,CIVIL,7.9,0,3,"Communication, Java",2,2,79.8,88.6,Not Placed,
CIVIL20221897,CIVIL,4.94,0,2,Excel,1,6,79.4,70.2,Not Placed,
IT20231898,IT,5.9,0,0,React,1,7,79,65.9,Not Placed,
MECH20241899,MECH,6.4,0,0,"Flask, Excel, React, C++, Django",5,4,84.3,90.1,Placed,11.6
ECE20211900,ECE,6.39,0,1,"SQL, C++, React, Java, Django",5,8,83.4,64.7,Placed,9.4
ECE20221901,ECE,9.57,0,0,"AWS, Django, C++, Communication, Data Structures",5,7,85.1,78.5,Placed,13.4
CSE20231902,CSE,4.93,0,0,"C++, JavaScript, Communication, Java",4,5,76.7,67.1,Not Placed,
ECE20241903,ECE,8.98,0,2,React,1,7,78.6,71.1,Placed,12.6
CSE20211904,CSE,6.67,0,3,"Communication, React",2,6,78.5,73,Not Placed,
ECE20221905,ECE,4.62,0,2,Data Structures,1,9,71.4,75.4,Not Placed,
ECE20231906,ECE,7.67,1,2,"React, Flask, Java",3,10,87.9,87.5,Placed,12.4
CSE20241907,CSE,6.27,0,3,"SQL, Android, Java, React, JavaScript",5,6,88.9,89.9,Not Placed,
CSE20211908,CSE,7.35,0,0,"AWS, Machine Learning, Python, React",4,8,80.1,59,Placed,12.9
MECH20221909,MECH,7.07,0,2,"Python, Django, Data Structures, Machine Learning",4,7,80,65.3,Placed,11.1
CIVIL20231910,CIVIL,8.06,0,3,"C++, Django, Python, JavaScript, React",5,6,93.7,64.3,Placed,10.9
MECH20241911,MECH,8.67,2,1,"Android, Python, React, Flask",4,6,71.3,87.4,Placed,14.1
EEE20211912,EEE,7.63,0,2,JavaScript,1,5,84.3,83.8,Placed,13.1
IT20221913,IT,7.22,1,0,"Data Structures, AWS, Django",3,6,77.5,76.2,Placed,12
CIVIL20231914,CIVIL,6.59,0,3,Django,1,5,84.4,71.9,Not Placed,
MECH20241915,MECH,8.31,3,0,"Android, Machine Learning, Flask, Excel, AWS",5,5,85.9,56.3,Placed,12.9
CIVIL20211916,CIVIL,6.69,0,1,"Machine Learning, Python",2,7,99,76.3,Placed,8.6
IT20221917,IT,6.77,0,1,"Java, Python, Django, AWS",4,6,74.6,65.6,Not Placed,
ECE20231918,ECE,7.61,3,2,"Flask, Data Structures, Communication",3,5,86.8,65.8,Placed,11.3
MECH20241919,MECH,6.85,0,1,Django,1,7,76.6,69,Placed,10.7
ECE20211920,ECE,7.88,1,2,"C++, Django, Flask, Android, Java",5,6,78.9,89.4,Placed,12.6
MECH20221921,MECH,6.61,0,3,Android,1,5,65.7,83,Placed,10.5
IT20231922,IT,7.5,1,2,"Django, Data Structures, Communication, Excel",4,7,65.6,76,Placed,11.8
CIVIL20241923,CIVIL,7.38,1,0,"Data Structures, Flask, Machine Learning",3,5,74.1,77,Placed,11
EEE20211924,EEE,6.35,0,0,Data Structures,1,8,84.2,79.8,Not Placed,
EEE20221925,EEE,7.4,1,2,Machine Learning,1,5,69.4,76.3,Placed,10
EEE20231926,EEE,7.97,0,0,"Communication, Data Structures, Flask, Django, C++",5,3,90,59.6,Not Placed,
EEE20241927,EEE,7.59,0,2,Machine Learning,1,5,71.3,64.6,Not Placed,
EEE20211928,EEE,8.57,0,0,Excel,1,7,69.2,89.6,Placed,8.7
MECH20221929,MECH,7.25,0,0,"AWS, Communication, Android, JavaScript",4,6,67.8,67.3,Placed,12.6
IT20231930,IT,7.43,0,1,"Java, SQL, JavaScript",3,8,69,73.1,Not Placed,
MECH20241931,MECH,6.21,1,1,"React, Java",2,9,82.2,88.6,Not Placed,
CSE20211932,CSE,9.18,1,0,"JavaScript, Python, Data Structures",3,5,86.1,82.8,Placed,11.1
MECH20221933,MECH,6.46,0,0,"AWS, Machine Learning, Excel",3,6,77.1,59.2,Placed,12.3
EEE20231934,EEE,6.88,1,0,Android,1,5,74.5,61.5,Not Placed,
ECE20241935,ECE,7.44,0,1,"Django, SQL, Flask",3,6,69,80.2,Placed,7.3
IT20211936,IT,7.36,0,3,"Flask, Java, Python, SQL",4,4,74.1,66.3,Not Placed,
CIVIL20221937,CIVIL,7.48,0,0,"Django, Java, Machine Learning, Flask, C++",5,7,81.5,68.2,Placed,13
CSE20231938,CSE,6.56,0,1,"AWS, Communication",2,5,79.3,67.1,Not Placed,
EEE20241939,EEE,6.24,0,3,"React, Excel, Machine Learning",3,4,77.6,59.7,Placed,9.7
EEE20211940,EEE,5.59,3,0,"AWS, Communication, React, Android",4,5,81,76.5,Not Placed,
IT20221941,IT,8.36,0,0,"Python, Android, Communication, Java, Machine Learning",5,4,87.1,80.2,Placed,15.6
ECE20231942,ECE,6.31,0,2,"Communication, SQL, Python, C++, Data Structures",5,8,86.3,64.9,Placed,11.4
CSE20241943,CSE,8.16,0,1,"Python, Excel, Java, Communication",4,6,81.4,57.3,Placed,12.6
CIVIL20211944,CIVIL,7.56,0,3,Django,1,9,80.7,82.6,Placed,10
MECH20221945,MECH,8.94,3,1,Machine Learning,1,6,62.2,63.2,Placed,11.4
ECE20231946,ECE,7.45,0,1,"SQL, Python, AWS, Machine Learning",4,3,73.9,69.9,Placed,13.1
CSE20241947,CSE,7.01,0,1,"Excel, Django, Data Structures, C++",4,7,82.4,99,Placed,9.8
EEE20211948,EEE,7.88,3,2,"Communication, Excel, JavaScript",3,6,73.1,80.6,Not Placed,
MECH20221949,MECH,6.98,3,0,"Android, Python",2,5,66.2,67.1,Not Placed,
ECE20231950,ECE,5.37,2,3,"Communication, Java",2,7,84.7,71.6,Placed,10.5
CSE20241951,CSE,9.06,1,0,"Python, AWS",2,4,83,77.6,Placed,12.3
EEE20211952,EEE,6.56,0,1,"SQL, Excel, C++, Java, Flask",5,9,59.6,63.9,Not Placed,
CIVIL20221953,CIVIL,6.78,0,2,"Communication, SQL",2,5,57,60.3,Placed,11.2
ECE20231954,ECE,6.81,1,0,Django,1,5,76.1,68.5,Not Placed,
EEE20241955,EEE,8.15,2,1,SQL,1,8,78.7,53.5,Not Placed,
IT20211956,IT,5.8,0,1,"Data Structures, Machine Learning",2,7,88.9,79.3,Not Placed,
IT20221957,IT,6.93,0,3,Java,1,4,82.2,66.5,Placed,12.1
MECH20231958,MECH,6.7,0,0,"JavaScript, AWS, Android, SQL, Excel",5,5,73.9,80.6,Placed,10
EEE20241959,EEE,8.17,0,1,"React, Data Structures, Excel",3,8,82,75.6,Placed,12.2
CIVIL20211960,CIVIL,8.36,2,2,"SQL, Flask, Android",3,7,92.4,82.2,Placed,16.7
IT20221961,IT,8.66,3,0,Data Structures,1,7,99,63,Not Placed,
EEE20231962,EEE,7.73,0,1,"Communication, Python, AWS, Flask",4,7,84.6,77.8,Placed,15.3
CSE20241963,CSE,5.73,0,0,Machine Learning,1,5,78.3,62.3,Not Placed,
CSE20211964,CSE,8.11,0,3,AWS,1,7,80.6,77.3,Placed,10.3
ECE20221965,ECE,8.19,3,0,Python,1,7,87,89.5,Not Placed,
CSE20231966,CSE,7.72,0,0,"Django, Excel, Java",3,7,84.2,65.3,Placed,9.7
IT20241967,IT,8.75,0,0,"Machine Learning, Data Structures, Excel, Flask",4,8,73.4,83.2,Placed,11.7
ECE20211968,ECE,9.25,0,2,"Android, C++, Flask, SQL, React",5,6,86.2,60.4,Placed,11.2
EEE20221969,EEE,7.52,0,1,"AWS, Python, React, Flask",4,9,66.1,68.1,Placed,11.4
EEE20231970,EEE,6.95,1,1,"Flask, Android, Machine Learning",3,6,75,79.9,Not Placed,
IT20241971,IT,6.48,0,0,"C++, Machine Learning, Data Structures, Communication",4,7,94,73.2,Not Placed,
IT20211972,IT,6.03,3,1,"React, Communication",2,6,73.6,77.3,Not Placed,
MECH20221973,MECH,8.73,0,0,"Python, Machine Learning, React, Java, AWS",5,6,81.7,76.3,Placed,11.4
EEE20231974,EEE,6.36,0,1,"JavaScript, React, SQL, AWS",4,7,72.4,73.9,Placed,6.4
MECH20241975,MECH,6.55,0,0,"C++, SQL, JavaScript, Django, Communication",5,5,75.3,72.4,Placed,12.6
MECH20211976,MECH,7.05,1,1,"JavaScript, Excel",2,6,79.6,85.9,Not Placed,
MECH20221977,MECH,9.05,0,1,"Android, Machine Learning, Excel, Python",4,5,90.6,56.7,Placed,11.9
EEE20231978,EEE,8.17,1,2,"C++, SQL, Java",3,7,74.7,82,Placed,12.6
IT20241979,IT,7.61,0,2,"Excel, Flask, Android",3,5,77.5,61.7,Placed,8.3
ECE20211980,ECE,7.56,0,2,"Java, Machine Learning",2,5,77.1,81.3,Placed,11.6
CSE20221981,CSE,7.73,0,2,Django,1,9,69,59.9,Placed,10.5
CSE20231982,CSE,7.27,0,1,Java,1,8,69.2,70.9,Placed,11.1
CSE20241983,CSE,6.86,0,0,"Excel, Python, React",3,4,76.1,70.1,Placed,11.6
EEE20211984,EEE,7.87,1,3,"Python, React",2,6,74.8,79.7,Placed,10.7
EEE20221985,EEE,8.9,0,0,Android,1,2,71.4,78,Placed,12.9
ECE20231986,ECE,8.24,0,0,"Excel, AWS, Communication, Django, React",5,8,83.6,63.2,Placed,11.3
MECH20241987,MECH,7.94,0,3,"Java, C++, Python, SQL, Data Structures",5,4,83.5,59.2,Placed,15.3
EEE20211988,EEE,7.3,0,3,"SQL, Communication",2,5,80.3,91.3,Placed,11.5
CIVIL20221989,CIVIL,6.95,1,2,Machine Learning,1,5,79.1,76.9,Placed,11
CSE20231990,CSE,8.76,0,0,"Django, AWS, Java, Android",4,8,66.8,84.3,Placed,12.8
CIVIL20241991,CIVIL,8.08,0,1,"React, Django",2,4,90.7,74.3,Placed,11.7
MECH20211992,MECH,6.65,0,0,"JavaScript, Machine Learning, Excel, Communication",4,6,86.1,79.2,Placed,12
ECE20221993,ECE,8.77,0,1,"Communication, Excel, Java",3,7,83.7,70.3,Placed,10.8
CSE20231994,CSE,5.43,0,0,"React, Flask, Excel",3,5,75.8,85.1,Not Placed,
CIVIL20241995,CIVIL,8.84,1,1,SQL,1,7,86.7,83.5,Placed,10.4
CIVIL20211996,CIVIL,8.1,1,0,"Python, C++, Excel",3,7,75.3,87.7,Not Placed,
IT20221997,IT,8.07,2,0,"Python, Flask, React",3,5,77.5,72.3,Not Placed,
EEE20231998,EEE,6.8,3,0,Java,1,6,75.6,55.1,Not Placed,
CIVIL20241999,CIVIL,7.79,0,1,"Excel, SQL",2,7,82.6,72,Placed,9.8
